new_phibase_acc	old_phibase_acc	uniprot_acc	gene_name_phibase	gene_locus_id	gene_locus_id_type	pathogen_species_taxon_id	pathogen_taxon_id	pathogen_taxon_name_ncbi	host_species_taxon_id	host_species_name_ncbi	phi_disease_phenotype_id	phi_disease_phenotype_name	experiment_specification_ids	experiment_specification_names	pubmed_id	doi
PHI:I5196	PHI:4706	B2IM27	dinF	ACB91165	Genbank	1313	373153	Streptococcus pneumoniae D39	10090	Mus musculus	PHIPO:0000011	unaltered pathogenicity	ESO:0000002	gene deletion	25846124	10.1111/mmi.13016
PHI:I5197	PHI:4707	B2IMM7	cglB	ACB91271	Genbank	1313	373153	Streptococcus pneumoniae D39	10090	Mus musculus	PHIPO:0000011	unaltered pathogenicity	ESO:0000002	gene deletion	25846124	10.1111/mmi.13016
PHI:I5198	PHI:4711	Q5K1Z4	mapA	CAH40841	Genbank	470	400667	Acinetobacter baumannii ATCC 17978	10090	Mus musculus	PHIPO:0000147	hypervirulence	ESO:0000002	gene deletion	25156738	10.1128/IAI.02034-14
PHI:I5199	PHI:4712	P57698	kdpB	AE004591_3	Genbank	287	287	Pseudomonas aeruginosa	6239	Caenorhabditis elegans	PHIPO:0000008	reduced virulence	ESO:0000019	uncharacterised gene mutation	25845292	10.1111/1462-2920
PHI:I5200	PHI:4713	Q9I194	pvdQ	AE004664_10	Genbank	287	287	Pseudomonas aeruginosa	6239	Caenorhabditis elegans	PHIPO:0000008	reduced virulence	ESO:0000019	uncharacterised gene mutation	25845292	10.1111/1462-2920
PHI:I5201	PHI:4714	Q9HWR4	bphO	AE004828_4	Genbank	287	287	Pseudomonas aeruginosa	6239	Caenorhabditis elegans	PHIPO:0000008	reduced virulence	ESO:0000019	uncharacterised gene mutation	25845292	10.1111/1462-2920
PHI:I5202	PHI:4715	G3XDB0	crc	AE004946_1	Genbank	287	287	Pseudomonas aeruginosa	6239	Caenorhabditis elegans	PHIPO:0000008	reduced virulence	ESO:0000019	uncharacterised gene mutation	25845292	10.1111/1462-2920
PHI:I5203	PHI:4716	Q9HY13	PA3613	AE004781_9	Genbank	287	287	Pseudomonas aeruginosa	6239	Caenorhabditis elegans	PHIPO:0000011	unaltered pathogenicity	ESO:0000019	uncharacterised gene mutation	25845292	10.1111/1462-2920
PHI:I5204	PHI:4717	Q9I167	PA2414	AE004668_12	Genbank	287	287	Pseudomonas aeruginosa	6239	Caenorhabditis elegans	PHIPO:0000008	reduced virulence	ESO:0000019	uncharacterised gene mutation	25845292	10.1111/1462-2920
PHI:I5205	PHI:4718	Q9HUP7	PA4916	AE004904_9	Genbank	287	287	Pseudomonas aeruginosa	7227	Drosophila melanogaster	PHIPO:0000008	reduced virulence	ESO:0000019	uncharacterised gene mutation	25845292	10.1111/1462-2920
PHI:I5206	PHI:4719	Q9HU28	PA5156	AE004928_7	Genbank	287	287	Pseudomonas aeruginosa	6239	Caenorhabditis elegans	PHIPO:0000011	unaltered pathogenicity	ESO:0000019	uncharacterised gene mutation	25845292	10.1111/1462-2920
PHI:I5207	PHI:4712	P57698	kdpB	AE004591_3	Genbank	287	287	Pseudomonas aeruginosa	7227	Drosophila melanogaster	PHIPO:0000008	reduced virulence	ESO:0000019	uncharacterised gene mutation	25845292	10.1111/1462-2920
PHI:I5208	PHI:4715	G3XDB0	crc	AE004946_1	Genbank	287	287	Pseudomonas aeruginosa	7227	Drosophila melanogaster	PHIPO:0000008	reduced virulence	ESO:0000019	uncharacterised gene mutation	25845292	10.1111/1462-2920
PHI:I5209	PHI:4716	Q9HY13	PA3613	AE004781_9	Genbank	287	287	Pseudomonas aeruginosa	7227	Drosophila melanogaster	PHIPO:0000011	unaltered pathogenicity	ESO:0000019	uncharacterised gene mutation	25845292	10.1111/1462-2920
PHI:I5210	PHI:4719	Q9HU28	PA5156	AE004928_7	Genbank	287	287	Pseudomonas aeruginosa	7227	Drosophila melanogaster	PHIPO:0000011	unaltered pathogenicity	ESO:0000019	uncharacterised gene mutation	25845292	10.1111/1462-2920
PHI:I5211	PHI:4712	P57698	kdpB	AE004591_3	Genbank	287	287	Pseudomonas aeruginosa	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000019	uncharacterised gene mutation	25845292	10.1111/1462-2920
PHI:I5212	PHI:4713	Q9I194	pvdQ	AE004664_10	Genbank	287	287	Pseudomonas aeruginosa	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000019	uncharacterised gene mutation	25845292	10.1111/1462-2920
PHI:I5213	PHI:4714	Q9HWR4	bphO	AE004828_4	Genbank	287	287	Pseudomonas aeruginosa	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000019	uncharacterised gene mutation	25845292	10.1111/1462-2920
PHI:I5214	PHI:4715	G3XDB0	crc	AE004946_1	Genbank	287	287	Pseudomonas aeruginosa	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000019	uncharacterised gene mutation	25845292	10.1111/1462-2920
PHI:I5215	PHI:4716	Q9HY13	PA3613	AE004781_9	Genbank	287	287	Pseudomonas aeruginosa	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000019	uncharacterised gene mutation	25845292	10.1111/1462-2920
PHI:I5216	PHI:4717	Q9I167	PA2414	AE004668_12	Genbank	287	287	Pseudomonas aeruginosa	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000019	uncharacterised gene mutation	25845292	10.1111/1462-2920
PHI:I5217	PHI:4718	Q9HUP7	PA4916	AE004904_9	Genbank	287	287	Pseudomonas aeruginosa	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000019	uncharacterised gene mutation	25845292	10.1111/1462-2920
PHI:I5218	PHI:4719	Q9HU28	PA5156	AE004928_7	Genbank	287	287	Pseudomonas aeruginosa	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000019	uncharacterised gene mutation	25845292	10.1111/1462-2920
PHI:I5219	PHI:4720	A0A0A7DLN4	Iug6	AIP86908	Genbank	318829	318829	Magnaporthe oryzae	4530	Oryza sativa	PHIEO:0000003	plant avirulence determinant effector	ESO:0000001;ESO:0000007	gene disruption;gene complementation	25837042	10.1371/journal.ppat.1004801
PHI:I5220	PHI:4721	A0A0A7DM22	Iug9	AIP86909	Genbank	318829	318829	Magnaporthe oryzae	4530	Oryza sativa	PHIEO:0000003	plant avirulence determinant effector	ESO:0000001;ESO:0000007	gene disruption;gene complementation	25837042	10.1371/journal.ppat.1004801
PHI:I5221	PHI:4722	A0A0A7DLV6	Iug18	AIP86910	Genbank	318829	318829	Magnaporthe oryzae	4530	Oryza sativa	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	25837042	10.1371/journal.ppat.1004801
PHI:I5222	PHI:4723	A0A0D2XJY4	gnn1	FOXG_04251	BROAD	5507	426428	Fusarium oxysporum f. sp. lycopersici 4287	4081	Solanum lycopersicum	PHIPO:0000011	unaltered pathogenicity	ESO:0000002	gene deletion	25865793	10.1016/j.fgb.2015.03.014
PHI:I5223	PHI:4724	A0A0D2XDM3	gls1	FOXG_02003	BROAD	5507	426428	Fusarium oxysporum f. sp. lycopersici 4287	4081	Solanum lycopersicum	PHIPO:0000011	unaltered pathogenicity	ESO:0000002	gene deletion	25865793	10.1016/j.fgb.2015.03.014
PHI:I5224	PHI:4725	A0A0D2YC96	gbe1	FOXG_13927	BROAD	5507	426428	Fusarium oxysporum f. sp. lycopersici 4287	4081	Solanum lycopersicum	PHIPO:0000011	unaltered pathogenicity	ESO:0000002	gene deletion	25865793	10.1016/j.fgb.2015.03.014
PHI:I5225	PHI:4727	A0A0D2XWJ8	gdb1	FOXG_08364	BROAD	5507	426428	Fusarium oxysporum f. sp. lycopersici 4287	4081	Solanum lycopersicum	PHIPO:0000008	reduced virulence	ESO:0000002	gene deletion	25865793	10.1016/j.fgb.2015.03.014
PHI:I5226	PHI:4727	A0A0D2XWJ8	gdb1	FOXG_08364	BROAD	5507	426428	Fusarium oxysporum f. sp. lycopersici 4287	4081	Solanum lycopersicum	PHIPO:0000008	reduced virulence	ESO:0000002	gene deletion	25865793	10.1016/j.fgb.2015.03.014
PHI:I5227	PHI:4723	A0A0D2XJY4	gnn1	FOXG_04251	BROAD	5507	426428	Fusarium oxysporum f. sp. lycopersici 4287	7137	Galleria mellonella	PHIPO:0000011	unaltered pathogenicity	ESO:0000002	gene deletion	25865793	10.1016/j.fgb.2015.03.014
PHI:I5228	PHI:4724	A0A0D2XDM3	gls1	FOXG_02003	BROAD	5507	426428	Fusarium oxysporum f. sp. lycopersici 4287	7137	Galleria mellonella	PHIPO:0000011	unaltered pathogenicity	ESO:0000002	gene deletion	25865793	10.1016/j.fgb.2015.03.014
PHI:I5229	PHI:4725	A0A0D2YC96	gbe1	FOXG_13927	BROAD	5507	426428	Fusarium oxysporum f. sp. lycopersici 4287	7137	Galleria mellonella	PHIPO:0000011	unaltered pathogenicity	ESO:0000002	gene deletion	25865793	10.1016/j.fgb.2015.03.014
PHI:I5230	PHI:4727	A0A0D2XWJ8	gdb1	FOXG_08364	BROAD	5507	426428	Fusarium oxysporum f. sp. lycopersici 4287	7137	Galleria mellonella	PHIPO:0000011	unaltered pathogenicity	ESO:0000002	gene deletion	25865793	10.1016/j.fgb.2015.03.014
PHI:I5231	PHI:4727	A0A0D2XWJ8	gdb1	FOXG_08364	BROAD	5507	426428	Fusarium oxysporum f. sp. lycopersici 4287	7137	Galleria mellonella	PHIPO:0000011	unaltered pathogenicity	ESO:0000002	gene deletion	25865793	10.1016/j.fgb.2015.03.014
PHI:I5232	PHI:4735	E6YE64	ATR5	CBI63251	Genbank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	3702	Arabidopsis thaliana	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	21361788	10.1094/MPMI-12-10-0278
PHI:I5233	PHI:4737	F6MEZ1	RXLR3	AEF57433	Genbank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	3702	Arabidopsis thaliana	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	25375163	10.1371/journal.pone.0110624
PHI:I5234	PHI:4738	F6MEZ2	RXLR4	AEF57434	Genbank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	3702	Arabidopsis thaliana	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	25375163	10.1371/journal.pone.0110624
PHI:I5235	PHI:4739	F6MEZ4	RXLR6	AEF57436	Genbank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	3702	Arabidopsis thaliana	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	25375163	10.1371/journal.pone.0110624
PHI:I5236	PHI:4740	F6MEZ6	RXLR9	AEF57438	Genbank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	3702	Arabidopsis thaliana	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	25375163	10.1371/journal.pone.0110624
PHI:I5237	PHI:4741	F6MEZ8	RXLR13	AEF57440	Genbank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	3702	Arabidopsis thaliana	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	25375163	10.1371/journal.pone.0110624
PHI:I5238	PHI:4742	F6MF00	RXLR16 	AEF57442	Genbank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	3702	Arabidopsis thaliana	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	25375163	10.1371/journal.pone.0110624
PHI:I5239	PHI:4743	F6MF01	RXLR17	AEF57443	Genbank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	3702	Arabidopsis thaliana	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	25375163	10.1371/journal.pone.0110624
PHI:I5240	PHI:4744	F6MF03	RXLR19	AEF57445	Genbank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	3702	Arabidopsis thaliana	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	25375163	10.1371/journal.pone.0110624
PHI:I5241	PHI:4745	F6MF04	RXLR20	AEF57446	Genbank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	3702	Arabidopsis thaliana	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	25375163	10.1371/journal.pone.0110624
PHI:I5242	PHI:4746	F6MF05	RXLR21 	AEF57447	Genbank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	3702	Arabidopsis thaliana	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	25375163	10.1371/journal.pone.0110624
PHI:I5243	PHI:4747	F6MF06	RXLR22	AEF57448	Genbank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	3702	Arabidopsis thaliana	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	25375163	10.1371/journal.pone.0110624
PHI:I5244	PHI:4748	F6MF07	RXLR23	AEF57449	Genbank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	3702	Arabidopsis thaliana	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	25375163	10.1371/journal.pone.0110624
PHI:I5245	PHI:4749	F6MF08	RXLR29	AEF57450	Genbank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	3702	Arabidopsis thaliana	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	25375163	10.1371/journal.pone.0110624
PHI:I5246	PHI:4751	G3C9P1	HaRxL44	CCC55817	Genbank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	3702	Arabidopsis thaliana	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	24339748	10.1371/journal.pbio.1001732
PHI:I5247	PHI:4752	B2C6F8	HaRxL96	ABZ10809	Genbank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	3847	Glycine max	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	22709376	10.1111/j.1365-313X.2012.05079.x
PHI:I5248	PHI:4753	B2C6F3	PsAvh163	ABZ10804	Genbank	67593	67593	Phytophthora sojae	3847	Glycine max	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	22709376	10.1111/j.1365-313X.2012.05079.x
PHI:I5249	PHI:4752	B2C6F8	HaRxL96	ABZ10809	Genbank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	4100	Nicotiana benthamiana	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	22709376	10.1111/j.1365-313X.2012.05079.x
PHI:I5250	PHI:4753	B2C6F3	PsAvh163	ABZ10804	Genbank	67593	67593	Phytophthora sojae	4100	Nicotiana benthamiana	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	22709376	10.1111/j.1365-313X.2012.05079.x
PHI:I5251	PHI:4754	Q5G7K8	ATR13	RCSB10216; 2LAI	Protein Data Bank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	3702	Arabidopsis thaliana	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	23211925	10.1101/sqb.2012.77.015115
PHI:I5252	PHI:4755	G3C9L0	HaRxL2	no data found	Genbank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	3702	Arabidopsis thaliana	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	23211925	10.1101/sqb.2012.77.015115
PHI:I5253	PHI:4756	G3C9N6	HaRxL18	no data found	Genbank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	3702	Arabidopsis thaliana	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	23211925	10.1101/sqb.2012.77.015115
PHI:I5254	PHI:4757	G3C9L1	HaRxL24	no data found	Genbank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	3702	Arabidopsis thaliana	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	23211925	10.1101/sqb.2012.77.015115
PHI:I5255	PHI:4758	G3C9P0	HaRxL36	no data found	Genbank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	3702	Arabidopsis thaliana	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	23211925	10.1101/sqb.2012.77.015115
PHI:I5256	PHI:4759	G3C9P1	HaRxL44	CCC55817	Genbank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	3702	Arabidopsis thaliana	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	23211925	10.1101/sqb.2012.77.015115
PHI:I5257	PHI:4761	G3C9Q4	HaRxL68	no data found	Genbank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	3702	Arabidopsis thaliana	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	23211925	10.1101/sqb.2012.77.015115
PHI:I5258	PHI:4762	G3C9Q5	HaRxL70	no data found	Genbank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	3702	Arabidopsis thaliana	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	23211925	10.1101/sqb.2012.77.015115
PHI:I5259	PHI:4763	G3C9Q7	HaRxL73	no data found	Genbank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	3702	Arabidopsis thaliana	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	23211925	10.1101/sqb.2012.77.015115
PHI:I5260	PHI:4764	G3C9R3	HaRxL89	CCC55839	Genbank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	3702	Arabidopsis thaliana	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	23211925	10.1101/sqb.2012.77.015115
PHI:I5261	PHI:4765	G3C9R4	HaRxL106	no data found	Genbank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	3702	Arabidopsis thaliana	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	23211925	10.1101/sqb.2012.77.015115
PHI:I5262	PHI:4766	G3C9S3	HaRxLL3a	no data found	Genbank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	3702	Arabidopsis thaliana	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	23211925	10.1101/sqb.2012.77.015115
PHI:I5263	PHI:4767	G3C9S3	HaRxLL60	no data found	Genbank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	3702	Arabidopsis thaliana	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	23211925	10.1101/sqb.2012.77.015115
PHI:I5264	PHI:4768	G3C9S7	HaRxLL108	no data found	Genbank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	3702	Arabidopsis thaliana	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	23211925	10.1101/sqb.2012.77.015115
PHI:I5265	PHI:4769	G3C9U1	HaRxLL470b	no data found	Genbank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	3702	Arabidopsis thaliana	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	23211925	10.1101/sqb.2012.77.015115
PHI:I5266	PHI:4770	G3C9P9	HaRxL62	CCC55825	Genbank	272952	272952	Hyaloperonospora arabidopsidis	3702	Arabidopsis thaliana	PHIEO:0000003	plant avirulence determinant effector	ESO:0000006	functional test in host organism	25329884	10.1371/journal.ppat.1004443
PHI:I5267	PHI:4771	H9BPR8	ATR39-1	AFD62207	Genbank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	3702	Arabidopsis thaliana	PHIEO:0000003	plant avirulence determinant effector	ESO:0000019	uncharacterised gene mutation	22359513	10.1371/journal.pgen.1002502
PHI:I5268	PHI:4772	G3C9T8	HaRxLL464	CCC55864	Genbank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	3702	Arabidopsis thaliana	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	23734779	10.1094/MPMI-06-12-0154-R
PHI:I5269	PHI:4773	G3C9T3	HaRxLL441	CCC55859	Genbank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	3702	Arabidopsis thaliana	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	23734779	10.1094/MPMI-06-12-0154-R
PHI:I5270	PHI:4774	G3C9N8	HaRxL22	CCC55814	Genbank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	3702	Arabidopsis thaliana	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	23734779	10.1094/MPMI-06-12-0154-R
PHI:I5271	PHI:4775	G3C9Q9	HaRxL75	CCC55835	Genbank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	3702	Arabidopsis thaliana	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	23734779	10.1094/MPMI-06-12-0154-R
PHI:I5272	PHI:4728	Q5NF07	manB	CAG46080	Genbank	263	263	Francisella tularensis	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000019	uncharacterised gene mutation	25999917	10.3389/fmicb.2015.00338
PHI:I5273	PHI:4729	Q5NEZ1	wbtA	CAG46097	Genbank	263	263	Francisella tularensis	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000019	uncharacterised gene mutation	25999917	10.3389/fmicb.2015.00338
PHI:I5274	PHI:4730	Q5NGJ3	FTT0846	CAG45479	Genbank	263	263	Francisella tularensis	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000019	uncharacterised gene mutation	25999917	10.3389/fmicb.2015.00338
PHI:I5275	PHI:4731	Q5NEZ7	wzy	CAG46091	Genbank	263	263	Francisella tularensis	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000019	uncharacterised gene mutation	25999917	10.3389/fmicb.2015.00338
PHI:I5276	PHI:4732	Q5NH02	FTT0673p/prsAp	CAG45307	Genbank	263	263	Francisella tularensis	10090	Mus musculus	PHIPO:0000011	unaltered pathogenicity	ESO:0000019	uncharacterised gene mutation	25999917	10.3389/fmicb.2015.00338
PHI:I5277	PHI:4733	Q5NEU6	dnaJ	CAG46145	Genbank	263	263	Francisella tularensis	10090	Mus musculus	PHIPO:0000011	unaltered pathogenicity	ESO:0000019	uncharacterised gene mutation	25999917	10.3389/fmicb.2015.00338
PHI:I5278	PHI:4734	Q5NFT3	hemH 	CAG45771	Genbank	263	263	Francisella tularensis	10090	Mus musculus	PHIPO:0000011	unaltered pathogenicity	ESO:0000019	uncharacterised gene mutation	25999917	10.3389/fmicb.2015.00338
PHI:I5279	PHI:4736	G4MYS1	MoYpt7	EHA55300	Genbank	318829	318829	Magnaporthe oryzae	4530	Oryza sativa	PHIPO:0000007	loss of pathogenicity	ESO:0000002;ESO:0000007	gene deletion;gene complementation	25991510	10.1111/1462-2920.12903
PHI:I5280	PHI:4750	A0A0D5BX39	ChPMA2	 AJW67919	Genbank	80884	80884	Colletotrichum higginsianum	3702	Arabidopsis thaliana	PHIPO:0000007	loss of pathogenicity	ESO:0000002	gene deletion	25992547	10.1371/journal.pone.0125960
PHI:I5281	PHI:4776	Q0TX07	SnPKS19	EAT76667	Genbank	13684	321614	Parastagonospora nodorum SN15	4565	Triticum aestivum	PHIPO:0000011	unaltered pathogenicity	ESO:0000002	gene deletion	26025896	10.1128/AEM.00278-15
PHI:I5282	PHI:4778	M2TIY7	Csste11	EMD69171	Genbank	45130	665912	Bipolaris sorokiniana ND90Pr	4513	Hordeum vulgare	PHIPO:0000007	loss of pathogenicity	ESO:0000002;ESO:0000007	gene deletion;gene complementation	26011429	10.1371/journal.pone.0128291
PHI:I5283	PHI:4779	M2SJ60	Cshog1	EMD62405 	Genbank	45130	665912	Bipolaris sorokiniana ND90Pr	4513	Hordeum vulgare	PHIPO:0000008	reduced virulence	ESO:0000002;ESO:0000007	gene deletion;gene complementation	26011429	10.1371/journal.pone.0128291
PHI:I5284	PHI:4778	M2TIY7	Csste11	EMD69171	Genbank	45130	665912	Bipolaris sorokiniana ND90Pr	4513	Hordeum vulgare	PHIPO:0000007	loss of pathogenicity	ESO:0000002;ESO:0000007	gene deletion;gene complementation	26011429	10.1371/journal.pone.0128291
PHI:I5285	PHI:4779	M2SJ60	Cshog1	EMD62405 	Genbank	45130	665912	Bipolaris sorokiniana ND90Pr	4513	Hordeum vulgare	PHIPO:0000011	unaltered pathogenicity	ESO:0000002;ESO:0000007	gene deletion;gene complementation	26011429	10.1371/journal.pone.0128291
PHI:I5286	PHI:4781	C6C4B2	SlyA	ACS85486	Genbank	204038	198628	Dickeya dadantii 3937	4113	Solanum tuberosum	PHIPO:0000008	reduced virulence	ESO:0000007;ESO:0000019	gene complementation;uncharacterised gene mutation	26027774	10.1016/j.resmic.2015.05.004
PHI:I5287	PHI:4782	A0A098KL11	HrpG	CEH37895	Genbank	346	611301	Xanthomonas citri subsp. citri	2711	Citrus sinensis	PHIPO:0000008	reduced virulence	ESO:0000019	uncharacterised gene mutation	25961560	10.1371/journal.pone.0125516
PHI:I5288	PHI:4783	J4VW09	Fkh2	EJP62625	Genbank	176275	655819	Beauveria bassiana ARSEF 2860	7137	Galleria mellonella	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	25955538	10.1038/srep10108
PHI:I5289	PHI:4785	J9VJ99	PFA4	AFR93481	Genbank	5207	235443	Cryptococcus neoformans var. grubii H99	10090	Mus musculus	PHIPO:0000007	loss of pathogenicity	ESO:0000019	uncharacterised gene mutation	25970403	10.1371/journal.ppat.1004908
PHI:I5290	PHI:4819	A0A097IB07	AS87_04050	AIT59279	Genbank	34085	1455062	Riemerella anatipestifer Yb2	8839	Anas platyrhynchos	PHIPO:0000008	reduced virulence	ESO:0000019	uncharacterised gene mutation	26002892	10.1128/AEM.00828-15
PHI:I5291	PHI:4834	Q8YBU4	TceSR	AAL54034	Genbank	29459	224914	Brucella melitensis bv. 1 str. 16M	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000019	uncharacterised gene mutation	25721466	10.1111/lam.12408
PHI:I5292	PHI:4835	B9WGE7	Csr1/ZAP1	CAX42321	Genbank	42374	42374	Candida dubliniensis	9031	Gallus gallus	PHIPO:0000008	reduced virulence	ESO:0000007;ESO:0000019	gene complementation;uncharacterised gene mutation	26002718	10.1128/EC.00078-15
PHI:I5293	PHI:4836	W0H5E5	Cif B	AHF67763	Genbank	36746	36746	Pseudomonas cichorii	4236	Lactuca sativa	PHIPO:0000008	reduced virulence	ESO:0000019	uncharacterised gene mutation	25961750	10.1094/MPMI-03-15-0061-R
PHI:I5294	PHI:4837	A0A024CHY4	cipA	AHZ34238	Genbank	36746	36746	Pseudomonas cichorii	4236	Lactuca sativa	PHIPO:0000008	reduced virulence	ESO:0000019	uncharacterised gene mutation	25961750	10.1094/MPMI-03-15-0061-R
PHI:I5295	PHI:4840	G7TGB4	hshA	AEQ97861	Genbank	347	129394	Xanthomonas oryzae pv. oryzicola	4530	Oryza sativa	PHIPO:0000008	reduced virulence	ESO:0000007;ESO:0000019	gene complementation;uncharacterised gene mutation	26020828	10.1094/PHYTO-07-14-0190-R
PHI:I5296	PHI:4841	G7TGB3	hshC	AEQ97860	Genbank	347	129394	Xanthomonas oryzae pv. oryzicola	4530	Oryza sativa	PHIPO:0000008	reduced virulence	ESO:0000007;ESO:0000019	gene complementation;uncharacterised gene mutation	26020828	10.1094/PHYTO-07-14-0190-R
PHI:I5297	PHI:4842	I1BW02	Fob1	EIE80382	Genbank	64495	64495	Rhizopus oryzae	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000013	gene silencing	25974051	10.1371/journal.ppat.1004842
